,topic1,topic2
1000,0.8932253,0.106774665
1001,0.893398,0.10660203
1002,0.5655318,0.43446818
1003,0.51312643,0.48687363
1004,0.8930753,0.10692468
1005,0.51312643,0.48687363
1006,0.89333576,0.10666421
1007,0.25753674,0.7424633
1008,0.15311931,0.8468807
1009,0.51312643,0.48687363
1010,0.48137194,0.51862806
1011,0.77668214,0.22331786
1012,0.51312643,0.48687363
1013,0.77575,0.22425005
1014,0.51312643,0.48687363
1015,0.23762569,0.76237434
